Date,News Title,News Description,Source,Sentiment,URL,Type
2021-01-29,"jumps companies report budget announcements earnings, impacting negative","On 2021-01-29, Indian stock markets showed negative movement. jumps companies report budget announcements earnings, impacting negative. The BSE Sensex showed jumps of 100 points. This was primarily driven by budget announcements.",ET Now,Negative,https://example.com/news/20210129/1,Synthetic Historical
2021-01-29,"RBI policy decision: gains rates, markets 300","On 2021-01-29, Indian stock markets showed mixed movement. RBI policy decision: gains rates, markets 300. The BSE Sensex showed gains of 300 points. This was primarily driven by global markets.",CNBC TV18,Positive,https://example.com/news/20210129/0,Synthetic Historical
2021-01-29,Indian shares plunges amid 100 developments,"On 2021-01-29, Indian stock markets showed positive movement. Indian shares plunges amid 100 developments. The NSE Nifty showed plunges of 100 points. This was primarily driven by currency movements.",Business Standard,Positive,https://example.com/news/20210129/3,Synthetic Historical
2021-01-29,Market plunges: commodity prices sector shows steady performance,"On 2021-01-29, Indian stock markets showed steady movement. Market plunges: commodity prices sector shows steady performance. The BSE Sensex showed plunges of 400 points. This was primarily driven by commodity prices.",Economic Times,Positive,https://example.com/news/20210129/4,Synthetic Historical
2021-01-28,Global cues lead to dips in Indian markets: 600,"On 2021-01-28, Indian stock markets showed negative movement. Global cues lead to dips in Indian markets: 600. The BSE Sensex showed dips of 600 points. This was primarily driven by budget announcements.",ET Now,Neutral,https://example.com/news/20210128/0,Synthetic Historical
2021-01-28,Stock market surges: economic data leads to steady in indices,"On 2021-01-28, Indian stock markets showed steady movement. Stock market surges: economic data leads to steady in indices. The BSE Sensex showed surges of 500 points. This was primarily driven by economic data.",Live Mint,Positive,https://example.com/news/20210128/1,Synthetic Historical
2021-01-28,surges: Market reacts to currency movements with positive trend,"On 2021-01-28, Indian stock markets showed positive movement. surges: Market reacts to currency movements with positive trend. The NSE Nifty showed surges of 800 points. This was primarily driven by currency movements.",CNBC TV18,Positive,https://example.com/news/20210128/2,Synthetic Historical
2021-01-27,Rupee declines against dollar as markets 200,"On 2021-01-27, Indian stock markets showed negative movement. Rupee declines against dollar as markets 200. The BSE Sensex showed declines of 200 points. This was primarily driven by earnings reports.",NDTV Profit,Neutral,https://example.com/news/20210127/3,Synthetic Historical
2021-01-27,"rises companies report commodity prices earnings, impacting positive","On 2021-01-27, Indian stock markets showed positive movement. rises companies report commodity prices earnings, impacting positive. The BSE Sensex showed rises of 100 points. This was primarily driven by commodity prices.",CNBC TV18,Positive,https://example.com/news/20210127/2,Synthetic Historical
2021-01-27,"BSE, NSE surges: 500 influences trading","On 2021-01-27, Indian stock markets showed volatile movement. BSE, NSE surges: 500 influences trading. The NSE Nifty showed surges of 500 points. This was primarily driven by commodity prices.",NDTV Profit,Positive,https://example.com/news/20210127/1,Synthetic Historical
2021-01-27,Global cues lead to plunges in Indian markets: 200,"On 2021-01-27, Indian stock markets showed negative movement. Global cues lead to plunges in Indian markets: 200. The NSE Nifty showed plunges of 200 points. This was primarily driven by commodity prices.",CNBC TV18,Neutral,https://example.com/news/20210127/0,Synthetic Historical
2021-01-27,"surges companies report global markets earnings, impacting mixed","On 2021-01-27, Indian stock markets showed mixed movement. surges companies report global markets earnings, impacting mixed. The BSE Sensex showed surges of 100 points. This was primarily driven by global markets.",NDTV Profit,Neutral,https://example.com/news/20210127/4,Synthetic Historical
2021-01-26,Stock market gains: corporate announcements leads to positive in indices,"On 2021-01-26, Indian stock markets showed positive movement. Stock market gains: corporate announcements leads to positive in indices. The NSE Nifty showed gains of 800 points. This was primarily driven by corporate announcements.",Economic Times,Positive,https://example.com/news/20210126/4,Synthetic Historical
2021-01-26,Market surges: foreign investments sector shows negative performance,"On 2021-01-26, Indian stock markets showed negative movement. Market surges: foreign investments sector shows negative performance. The BSE Sensex showed surges of 500 points. This was primarily driven by foreign investments.",Live Mint,Negative,https://example.com/news/20210126/3,Synthetic Historical
2021-01-26,Market rises: sector performance sector shows mixed performance,"On 2021-01-26, Indian stock markets showed mixed movement. Market rises: sector performance sector shows mixed performance. The BSE Sensex showed rises of 800 points. This was primarily driven by sector performance.",NDTV Profit,Neutral,https://example.com/news/20210126/2,Synthetic Historical
2021-01-26,Market falls: monetary policy sector shows mixed performance,"On 2021-01-26, Indian stock markets showed mixed movement. Market falls: monetary policy sector shows mixed performance. The NSE Nifty showed falls of 800 points. This was primarily driven by monetary policy.",MoneyControl,Neutral,https://example.com/news/20210126/1,Synthetic Historical
2021-01-26,Stock market gains: political developments leads to volatile in indices,"On 2021-01-26, Indian stock markets showed volatile movement. Stock market gains: political developments leads to volatile in indices. The BSE Sensex showed gains of 400 points. This was primarily driven by political developments.",Economic Times,Neutral,https://example.com/news/20210126/0,Synthetic Historical
2021-01-25,"BSE, NSE surges: 800 influences trading","On 2021-01-25, Indian stock markets showed negative movement. BSE, NSE surges: 800 influences trading. The BSE Sensex showed surges of 800 points. This was primarily driven by currency movements.",Business Standard,Neutral,https://example.com/news/20210125/3,Synthetic Historical
2021-01-25,"Sensex gains points, Nifty currency movements as steady","On 2021-01-25, Indian stock markets showed steady movement. Sensex gains points, Nifty currency movements as steady. The BSE Sensex showed gains of 700 points. This was primarily driven by currency movements.",ET Now,Positive,https://example.com/news/20210125/2,Synthetic Historical
2021-01-25,"BSE, NSE dips: 100 influences trading","On 2021-01-25, Indian stock markets showed volatile movement. BSE, NSE dips: 100 influences trading. The NSE Nifty showed dips of 100 points. This was primarily driven by foreign investments.",Financial Express,Positive,https://example.com/news/20210125/1,Synthetic Historical
2021-01-25,Rupee surges against dollar as markets 100,"On 2021-01-25, Indian stock markets showed volatile movement. Rupee surges against dollar as markets 100. The BSE Sensex showed surges of 100 points. This was primarily driven by earnings reports.",Business Standard,Positive,https://example.com/news/20210125/0,Synthetic Historical
2021-01-22,gains: Market reacts to budget announcements with mixed trend,"On 2021-01-22, Indian stock markets showed mixed movement. gains: Market reacts to budget announcements with mixed trend. The NSE Nifty showed gains of 600 points. This was primarily driven by budget announcements.",Economic Times,Neutral,https://example.com/news/20210122/0,Synthetic Historical
2021-01-22,surges: Market reacts to political developments with negative trend,"On 2021-01-22, Indian stock markets showed negative movement. surges: Market reacts to political developments with negative trend. The NSE Nifty showed surges of 200 points. This was primarily driven by political developments.",ET Now,Neutral,https://example.com/news/20210122/1,Synthetic Historical
2021-01-22,"BSE, NSE falls: 800 influences trading","On 2021-01-22, Indian stock markets showed positive movement. BSE, NSE falls: 800 influences trading. The NSE Nifty showed falls of 800 points. This was primarily driven by political developments.",Live Mint,Positive,https://example.com/news/20210122/2,Synthetic Historical
2021-01-22,Market plunges: economic data sector shows volatile performance,"On 2021-01-22, Indian stock markets showed volatile movement. Market plunges: economic data sector shows volatile performance. The BSE Sensex showed plunges of 700 points. This was primarily driven by economic data.",Bloomberg,Positive,https://example.com/news/20210122/3,Synthetic Historical
